gene	term	evidence
mal	GO:0006727	IMP
mal	GO:0043545	IMP
mal	GO:0006777	IEA
mal	GO:0043545	ISS
mal	GO:0032324	IMP
mam	GO:0007500	IMP
mam	GO:0007398	TAS
mam	GO:0007475	IMP
mam	GO:0048749	TAS
mam	GO:0007399	NAS
mam	GO:0045944	IEA
mam	GO:0007219	IEA
mam	GO:0008356	IMP
mam	GO:0008587	IMP
mam	GO:0008407	IMP
mam	GO:0007476	IMP
mam	GO:0003007	IMP
mam	GO:0030718	IMP
mam	GO:0035019	IMP
mam	GO:0007418	IMP
mam	GO:0030707	IMP
mamo	GO:0007143	IMP
mamo	GO:0006357	IMP
mamo	GO:0007276	IMP
mamo	GO:0035041	IMP
mamo	GO:1902275	IMP
mamo	GO:0006357	IBA
mar	GO:0000278	IMP
mars	GO:0023052	IEA
mars	GO:0007346	IMP
mars	GO:0051726	IMP
mars	GO:0007051	IDA
mars	GO:0007052	IMP
mars	GO:0051642	IMP
mars	GO:0051382	IMP
mars	GO:0007346	IMP
mars	GO:0007059	IGI
mars	GO:0007052	IMP
mas	GO:0016203	IMP
mas	GO:0007422	IMP
mas	GO:0061564	IMP
mas	GO:0007417	IMP
mas	GO:0106030	IMP
mas	GO:0010976	IMP
mas	GO:0006508	IEA
mask	GO:0001751	IMP
mask	GO:0007169	IGI
mask	GO:0043066	IGI
mask	GO:0007169	IGI
mask	GO:0007169	IGI
mask	GO:0019730	IMP
mask	GO:1903147	IGI
mask	GO:0007005	IMP
mask	GO:1903147	IMP
mask	GO:0045214	IMP
mask	GO:0060361	IMP
mat(3)1	GO:0048477	IMP
mat(3)3	GO:0048477	IMP
mats	GO:0035329	IGI
mats	GO:0008283	IMP
mats	GO:0006915	IMP
mats	GO:0007165	IMP
mats	GO:0035329	IGI
mats	GO:0007275	IMP
mats	GO:0007059	IMP
mats	GO:0030707	IMP
mav	GO:0007179	IMP
mav	GO:0042981	IBA
mav	GO:0030509	IBA
mav	GO:0010862	IBA
mav	GO:0043408	IBA
mav	GO:0060395	IBA
mav	GO:0048468	IBA
mbc	GO:0007520	IMP
mbc	GO:0007391	IMP
mbc	GO:0007010	IMP
mbc	GO:0000902	TAS
mbc	GO:0007391	TAS
mbc	GO:0048010	IMP
mbc	GO:1903688	IMP
mbc	GO:0007523	IMP
mbc	GO:0007520	TAS
mbc	GO:0007391	TAS
mbc	GO:0046529	IGI
mbc	GO:0048010	IMP
mbc	GO:0046330	IDA
mbc	GO:0035022	IDA
mbc	GO:0007520	IMP
mbc	GO:0061327	IMP
mbc	GO:0007520	IMP
mbc	GO:0007520	IMP
mbc	GO:0030036	IMP
mbc	GO:0007520	IMP
mbc	GO:0035212	IMP
mbc	GO:0007298	IMP
mbc	GO:0090630	IGI
mbc	GO:0090630	IGI
mbc	GO:0007520	IMP
mbc	GO:0007417	IMP
mbc	GO:0007520	IMP
mbc	GO:0030036	IMP
mbc	GO:0090630	IGI
mbc	GO:0016203	IGI
mbc	GO:0016203	IGI
mbd	GO:0016319	IMP
mbd	GO:0008355	TAS
mbf1	GO:0045944	IDA
mbf1	GO:0007417	IMP
mbf1	GO:0007424	IMP
mbf1	GO:0007417	IGI
mbf1	GO:0007424	IGI
mbf1	GO:0048255	IDA
mbl	GO:0007517	IMP
mbl	GO:0001654	IMP
mbl	GO:0001751	IMP
mbl	GO:0045924	NAS
mbl	GO:0045924	IMP
mbl	GO:0006915	IDA
mbl	GO:0046716	IMP
mbl	GO:0046716	IGI
mbl	GO:0046716	IGI
mbl	GO:0042052	IMP
mbl	GO:0000381	IMP
mbl	GO:0010468	IMP
mbl	GO:0000381	IMP
mbl	GO:0000381	IBA
mbm	GO:0007612	IMP
mbm	GO:0016319	IMP
mbm	GO:0007628	IMP
mbm	GO:0008355	TAS
mbm	GO:0016319	IMP
mbm	GO:0007632	IDA
mbm	GO:0007628	IDA
mbm	GO:0042274	IMP
mbmB	GO:0016319	IMP
mbmC	GO:0016319	IMP
mbo	GO:0006606	IMP
mbo	GO:0019730	IMP
mbo	GO:0046826	IMP
mbo	GO:0000055	IBA
mbo	GO:0000056	IBA
mbo	GO:0006606	IBA
mbo	GO:0006611	IBA
mbo	GO:0006406	IBA
mbr	GO:0016319	IMP
mbt	GO:0016319	IMP
mbt	GO:0006468	NAS
mbt	GO:0000187	TAS
mbt	GO:0045315	IMP
mbt	GO:0001751	IMP
mbt	GO:0007010	TAS
mbt	GO:0006468	IMP
mbt	GO:0048749	IMP
mbt	GO:2000047	IMP
mbt	GO:0018105	IDA
mbt	GO:0045792	IMP
mbt	GO:0007030	IMP
mbt	GO:0043408	IBA
mbt	GO:0032147	IBA
mbt	GO:0031098	IBA
mbt	GO:0023014	IBA
mdlc	GO:0000398	ISS
mdlc	GO:0030182	IMP
mdlc	GO:0043484	IDA
mdlc	GO:0034247	IBA
mdy	GO:0048477	HMP
mdy	GO:0045477	IMP
mdy	GO:0010888	IDA
mdy	GO:0019432	IBA
me31B	GO:0060148	IMP
me31B	GO:2000766	IMP
me31B	GO:1905618	IMP
me31B	GO:0033962	IMP
me31B	GO:0007279	IGI
me31B	GO:0007279	IGI
me31B	GO:1990120	IMP
me31B	GO:1905618	IDA
me31B	GO:0090328	IMP
me31B	GO:0046959	IMP
me31B	GO:0035195	IGI
me31B	GO:0050688	IMP
me31B	GO:0030707	IMP
mei(2)yh149	GO:0007060	IMP
mei(2)yh15	GO:0007060	IMP
mei(2)yh217	GO:0007060	IMP
mei(2)yh92	GO:0007060	IMP
mei(2)yoh7134	GO:0007060	IMP
mei(3)M19	GO:0007060	IMP
mei(3)M20	GO:0007060	IMP
mei-105	GO:0007143	IMP
mei-114	GO:0007143	IMP
mei-160	GO:0007131	IMP
mei-160	GO:0016321	IMP
mei-175	GO:0007143	IMP
mei-217	GO:0007131	IMP
mei-217	GO:0007143	IMP
mei-218	GO:0007131	IMP
mei-218	GO:0016321	IMP
mei-218	GO:0007131	TAS
mei-218	GO:0007131	IMP
mei-218	GO:0007143	IMP
mei-251	GO:0007131	IMP
mei-251	GO:0016321	IMP
mei-38	GO:0016321	IMP
mei-38	GO:0007131	IMP
mei-38	GO:0007143	IMP
mei-38	GO:0000212	IMP
mei-38	GO:0007052	IMP
mei-38	GO:0032837	IGI
mei-38	GO:0032837	IMP
mei-38	GO:0045143	IMP
mei-38	GO:0001578	IDA
mei-41	GO:0016321	IMP
mei-41	GO:0007131	IMP
mei-41	GO:0007348	TAS
mei-41	GO:0000077	IMP
mei-41	GO:0007131	IMP
mei-41	GO:0016310	NAS
mei-41	GO:0000077	TAS
mei-41	GO:0009314	TAS
mei-41	GO:0007444	TAS
mei-41	GO:0001700	TAS
mei-41	GO:0007093	TAS
mei-41	GO:0007349	TAS
mei-41	GO:0007088	IGI
mei-41	GO:0007088	IMP
mei-41	GO:0000723	IGI
mei-41	GO:0030261	IGI
mei-41	GO:0000076	IMP
mei-41	GO:0045002	IMP
mei-41	GO:0000077	IMP
mei-41	GO:0045003	IMP
mei-41	GO:0018105	ISS
mei-41	GO:0006302	IMP
mei-41	GO:0030716	IMP
mei-41	GO:0007131	IMP
mei-41	GO:0000706	IDA
mei-41	GO:0033314	IMP
mei-41	GO:0031000	IGI
mei-41	GO:0006468	IMP
mei-41	GO:0007093	IMP
mei-41	GO:0007088	IMP
mei-41	GO:0000723	IBA
mei-41	GO:0000077	IBA
mei-86	GO:0007143	IMP
mei-889	GO:0007143	IMP
mei-9	GO:0016321	IMP
mei-9	GO:0007131	IMP
mei-9	GO:0006289	IMP
mei-9	GO:0006289	ISS
mei-9	GO:0006298	IMP
mei-9	GO:0006310	TAS
mei-9	GO:0006302	TAS
mei-9	GO:0006289	TAS
mei-9	GO:0000712	TAS
mei-9	GO:0045132	IMP
mei-9	GO:0007131	IMP
mei-9	GO:0000712	IMP
mei-9	GO:0006302	IMP
mei-9	GO:0030716	IMP
mei-9	GO:0007131	IMP
mei-9	GO:0006974	IMP
mei-9	GO:0007143	IMP
mei-9	GO:0006296	IBA
mei-9	GO:1901255	IBA
mei-9	GO:0000724	IBA
mei-9	GO:0000712	IBA
mei-99	GO:0007131	IMP
mei-99	GO:0016321	IMP
mei-O81	GO:0007140	IMP
mei-P22	GO:0007131	IMP
mei-P22	GO:0007131	TAS
mei-P22	GO:0007131	IMP
mei-P22	GO:0007131	IMP
mei-P26	GO:0007276	IMP
mei-P26	GO:0007281	IGI
mei-P26	GO:0051321	IMP
mei-P26	GO:0016567	ISS
mei-P26	GO:0007283	IGI
mei-P26	GO:0007283	IMP
mei-S282	GO:0007143	IMP
mei-S282	GO:0000278	IMP
mei-S332	GO:0007143	IMP
mei-S332	GO:0007140	IMP
mei-S332	GO:0007065	IEP
mei-S332	GO:0007062	IDA
mei-S332	GO:0007062	IMP
mei-S332	GO:0045132	IMP
mei-S51	GO:0007143	IMP
mei-S8	GO:0007140	IMP
mei-S82	GO:0007143	IMP
mei-T3	GO:0007143	IMP
mei-W68	GO:0007131	IMP
mei-W68	GO:0007131	TAS
mei-W68	GO:0007131	TAS
mei-W68	GO:0042139	IMP
mei-W68	GO:0042140	IMP
mei-W68	GO:0006265	IEA
mei-W68	GO:0000737	IEA
mei-W68	GO:0007131	IMP
mei-W68	GO:0030717	IGI
mei-W68	GO:0048477	IGI
mei-W68	GO:0000706	IDA
mei-W68	GO:0042138	IBA
mei-W68	GO:0000706	IBA
mei-W68	GO:0007131	IBA
meigo	GO:0006487	IMP
meigo	GO:0034976	IGI
meigo	GO:0070983	IMP
meigo	GO:0034976	IMP
meigo	GO:0007411	IMP
meigo	GO:0072334	IBA
melt	GO:0045464	IMP
melt	GO:1904263	IMP
melt	GO:0046628	IMP
melt	GO:0031323	IMP
melt	GO:0043433	IMP
melt	GO:0009267	IMP
melt	GO:0001708	IMP
meng	GO:0006468	NAS
meng	GO:0007615	IMP
meng	GO:0007614	IMP
meng	GO:0010628	IMP
meng	GO:0007612	IMP
meng	GO:0007616	IMP
meng	GO:0010628	IGI
meng	GO:0072375	IMP
meng	GO:0018105	IBA
meng	GO:0018107	IBA
mesh	GO:0007160	IEA
mesh	GO:0090528	IMP
meso18E	GO:0007498	IEP
metl	GO:0008150	ND
metro	GO:0008582	IMP
mew	GO:0033627	IDA
mew	GO:0034446	IDA
mew	GO:0007155	IMP
mew	GO:0033627	IMP
mew	GO:0007476	IMP
mew	GO:0007476	IEP
mew	GO:0016477	TAS
mew	GO:0030154	TAS
mew	GO:0007476	TAS
mew	GO:0048567	TAS
mew	GO:0007494	TAS
mew	GO:0098609	TAS
mew	GO:0007157	TAS
mew	GO:0007411	IMP
mew	GO:0007608	IGI
mew	GO:0007431	TAS
mew	GO:0007475	NAS
mew	GO:0007432	IMP
mew	GO:0035160	IGI
mew	GO:0016203	IGI
mew	GO:0016203	IGI
mew	GO:0007414	IMP
mew	GO:0007435	IGI
mew	GO:0007015	IMP
mey	GO:0016476	IMP
mey	GO:0003383	IMP
mez	GO:0045451	IMP
mez	GO:0045450	IMP
mfas	GO:0007409	IMP
mfas	GO:0032504	HEP
mfas	GO:0035207	IGI
mfas	GO:0030198	IBA
mfas	GO:0007155	IBA
mfr	GO:0016079	ISS
mfr	GO:0045995	IMP
mfr	GO:0009566	IMP
mfr	GO:0048240	IMP
mfr	GO:0035045	IMP
mfr	GO:0030381	IMP
mfr	GO:0007343	IMP
mfrn	GO:0048250	IDA
mfrn	GO:0048515	IMP
mfrn	GO:0060586	IMP
mfrn	GO:0048250	IBA
mfs(1)6E	GO:0046008	IMP
mfs(1)6E	GO:0046693	IMP
mge	GO:0006886	IEA
mgl	GO:0040003	IMP
mgl	GO:0030100	IMP
mgl	GO:0048082	IMP
mgr	GO:0006457	IEA
mgr	GO:0090307	IMP
mgr	GO:0007098	IMP
mgr	GO:0090306	IMP
mgr	GO:0007017	IMP
mgr	GO:0045196	IMP
mgr	GO:0007021	IBA
mgr	GO:0007017	IBA
mh	GO:0000278	IMP
mh	GO:0006281	IEA
mh	GO:0009650	IMP
mh	GO:0000278	IMP
mh	GO:0006974	IBA
mi	GO:0007300	HMP
mi	GO:0045931	IMP
mi	GO:0031146	IMP
mi	GO:0008284	IMP
mi	GO:0007113	IMP
mia	GO:0007283	IMP
mia	GO:0007141	IMP
mia	GO:0010468	IMP
mia	GO:0048515	IMP
mia	GO:0051321	TAS
mia	GO:0007286	TAS
mia	GO:0006367	ISS
mia	GO:0006367	ISS
mia	GO:0006357	IEA
mia	GO:0006325	IBA
mia	GO:0006366	IBA
mia	GO:0051123	IBA
mib1	GO:0008593	IMP
mib1	GO:0006897	IMP
mib1	GO:0016567	NAS
mib1	GO:0008104	IMP
mib1	GO:0045747	IMP
mib1	GO:0007219	IMP
mib1	GO:0046331	IMP
mib1	GO:0007423	IMP
mib1	GO:0008593	IMP
mib1	GO:0000209	IDA
mib1	GO:0016567	IBA
mib1	GO:0006897	IBA
mib1	GO:0007219	IBA
mib2	GO:0007520	IMP
mib2	GO:0046716	IMP
mib2	GO:0007520	IMP
mib2	GO:0046716	IMP
mib2	GO:0000209	ISS
mib2	GO:0016567	IBA
mid	GO:0007409	IMP
mid	GO:0097156	IMP
mid	GO:0007409	NAS
mid	GO:0007507	IMP
mid	GO:0042684	IMP
mid	GO:0035050	IMP
mid	GO:0051890	IMP
mid	GO:0014018	IMP
mid	GO:0014019	IMP
mid	GO:0003015	IDA
mid	GO:0051960	IMP
mid	GO:0048665	IMP
mid	GO:0045944	IDA
mid	GO:0007402	IMP
mid	GO:0010629	IMP
mid	GO:0007417	IMP
mid	GO:0010629	IGI
mid	GO:0007417	IGI
mid	GO:0007411	IMP
mid	GO:0035223	IGI
mid	GO:0042659	IGI
mid	GO:0000122	IMP
mid	GO:0030381	IMP
mid	GO:0008406	IMP
mid	GO:0042659	IMP
mil	GO:0006334	IDA
mil	GO:0007283	IMP
mil	GO:0007613	IMP
mil	GO:0008049	IMP
milo	GO:0040007	IMP
milt	GO:0019896	IEP
milt	GO:0019896	IMP
milt	GO:0048311	IMP
milt	GO:0019896	IDA
milt	GO:0007310	IMP
milt	GO:0051654	IMP
milt	GO:0030382	IMP
milt	GO:0007287	IMP
milt	GO:0006605	IBA
milt	GO:0048311	IBA
milt	GO:0008104	IBA
milt	GO:0047496	IBA
mim	GO:0007009	IEA
mim	GO:0007298	IMP
mim	GO:0008354	IMP
mim	GO:0048261	IMP
mim	GO:0046847	IMP
mino	GO:0008654	ISS
mino	GO:0007009	ISS
mino	GO:0034587	IMP
mino	GO:0006072	IBA
mino	GO:0008654	IBA
mino	GO:0019432	IBA
mino	GO:0006631	IBA
mio	GO:0040020	IMP
mio	GO:0030716	IMP
mio	GO:0009994	IMP
mio	GO:0006302	IMP
mio	GO:0007293	IMP
mio	GO:0010507	IMP
mio	GO:1903432	IMP
mio	GO:0032008	IMP
mio	GO:0034198	IMP
mio	GO:0045793	IMP
mio	GO:1904263	IMP
mip120	GO:0007307	IC
mip120	GO:0000122	IMP
mip120	GO:0000122	IMP
mip120	GO:0008340	IMP
mip120	GO:0030317	IMP
mip120	GO:0048477	IMP
mip130	GO:0007307	IC
mip130	GO:0000122	IMP
mip130	GO:0000122	IMP
mip130	GO:0007098	IMP
mip130	GO:0000003	IBA
mip40	GO:0007307	IC
mip40	GO:0000122	IMP
mip40	GO:0007283	IMP
mip40	GO:0048477	IMP
mip40	GO:0000122	IMP
miple1	GO:0048332	IMP
miple1	GO:0008340	IMP
miple1	GO:0048332	IBA
miple2	GO:0008340	IMP
miple2	GO:0048332	IBA
mir-1	GO:0035051	IMP
mir-1	GO:0008593	IMP
mir-1	GO:0060213	IGI
mir-1	GO:0035195	IDA
mir-1	GO:0046716	IMP
mir-100	GO:0071390	IMP
mir-1000	GO:1903295	IMP
mir-1001	GO:0046716	IMP
mir-1003	GO:0035278	IDA
mir-1006	GO:0035278	IDA
mir-11	GO:0071480	IMP
mir-11	GO:0043066	IGI
mir-11	GO:0060548	IGI
mir-12	GO:0035195	IDA
mir-12	GO:0045880	IMP
mir-12	GO:0060213	IGI
mir-12	GO:0035195	IDA
mir-124	GO:0048813	IMP
mir-124	GO:0050805	IMP
mir-124	GO:0035195	IDA
mir-124	GO:0007405	IMP
mir-125	GO:0071390	IMP
mir-125	GO:0010629	IMP
mir-14	GO:0019216	IMP
mir-14	GO:0043069	IGI
mir-14	GO:0043069	IGI
mir-14	GO:0043069	IGI
mir-14	GO:0043069	IGI
mir-14	GO:0043069	IMP
mir-14	GO:0043066	TAS
mir-14	GO:0043066	TAS
mir-14	GO:0043066	TAS
mir-14	GO:0043066	TAS
mir-14	GO:0048190	IGI
mir-14	GO:0006402	IMP
mir-14	GO:0042594	IMP
mir-14	GO:0048009	IMP
mir-14	GO:0045879	IMP
mir-14	GO:0035155	IMP
mir-14	GO:0035195	IDA
mir-14	GO:0035071	IMP
mir-184	GO:0008595	IMP
mir-184	GO:0007310	IMP
mir-190	GO:0046716	IMP
mir-252	GO:0007517	IMP
mir-263b	GO:0001745	IGI
mir-263b	GO:0022416	IGI
mir-263b	GO:0043066	IMP
mir-263b	GO:0035195	IDA
mir-276a	GO:0007616	IMP
mir-276a	GO:0008355	IMP
mir-276a	GO:0042048	IMP
mir-277	GO:1901216	IGI
mir-277	GO:0035195	IDA
mir-278	GO:0043066	IMP
mir-278	GO:0048132	IMP
mir-279	GO:0048190	IGI
mir-279	GO:0048854	IMP
mir-279	GO:0001964	IMP
mir-279	GO:0031987	IMP
mir-279	GO:0046426	IDA
mir-279	GO:0045475	IMP
mir-279	GO:0031047	IDA
mir-282	GO:0048190	IGI
mir-282	GO:0008340	IMP
mir-283	GO:0035195	IDA
mir-283	GO:0045880	IMP
mir-2a-1	GO:0060548	IMP
mir-2a-1	GO:0045947	IDA
mir-2a-1	GO:0007476	IMP
mir-2a-2	GO:0060548	IMP
mir-2a-2	GO:0045947	IDA
mir-2a-2	GO:0007476	IMP
mir-2b-1	GO:0060548	IMP
mir-2b-1	GO:0045947	IDA
mir-2b-1	GO:0046716	IMP
mir-2b-2	GO:0060548	IMP
mir-2b-2	GO:0045947	IDA
mir-2b-2	GO:0046716	IMP
mir-2c	GO:0060548	IMP
mir-2c	GO:0045947	IDA
mir-2c	GO:0046716	IMP
mir-304	GO:0035195	IDA
mir-305	GO:0042594	IMP
mir-305	GO:0031670	IMP
mir-305	GO:0046627	IDA
mir-305	GO:0045746	IDA
mir-305	GO:0036335	IMP
mir-308	GO:0017148	IMP
mir-310	GO:0035282	IMP
mir-310	GO:0008258	IMP
mir-310	GO:0071732	IDA
mir-310	GO:0001745	IMP
mir-310	GO:0035094	IMP
mir-311	GO:0008258	IMP
mir-311	GO:0007391	IMP
mir-311	GO:0071732	IDA
mir-311	GO:0035094	IMP
mir-312	GO:0007391	IMP
mir-312	GO:0008258	IMP
mir-312	GO:0071732	IDA
mir-312	GO:0035094	IMP
mir-313	GO:0007390	IMP
mir-313	GO:0008258	IMP
mir-313	GO:0035282	IMP
mir-313	GO:0050803	IMP
mir-315	GO:0035195	IDA
mir-315	GO:0090263	IMP
mir-317	GO:0048854	IMP
mir-317	GO:0001964	IMP
mir-317	GO:0031987	IMP
mir-318	GO:0007307	IMP
mir-318	GO:0030381	IMP
mir-31a	GO:0035282	IMP
mir-31a	GO:0046716	IMP
mir-31b	GO:0035282	IMP
mir-31b	GO:0046716	IMP
mir-34	GO:1901215	IMP
mir-34	GO:0035195	IMP
mir-34	GO:0046716	IMP
mir-5	GO:0045879	IMP
mir-5	GO:0035195	IDA
mir-6-1	GO:0060548	IMP
mir-6-2	GO:0060548	IMP
mir-6-3	GO:0060548	IMP
mir-7	GO:0045742	IMP
mir-7	GO:0001751	IMP
mir-7	GO:0007307	IGI
mir-7	GO:0045892	IGI
mir-7	GO:0007307	IMP
mir-7	GO:0045879	IGI
mir-7	GO:0045879	IGI
mir-7	GO:0045747	IGI
mir-7	GO:2000045	IMP
mir-7	GO:0044719	IMP
mir-8	GO:0061358	IMP
mir-8	GO:0090090	IMP
mir-8	GO:0007528	IMP
mir-8	GO:0040018	IMP
mir-8	GO:0035195	IDA
mir-8	GO:0048095	IMP
mir-8	GO:0045805	IMP
mir-8	GO:0014019	IMP
mir-8	GO:0042059	IGI
mir-8	GO:0050768	IMP
mir-8	GO:0042065	IMP
mir-8	GO:0021782	IMP
mir-8	GO:1990255	IMP
mir-8	GO:0045887	IMP
mir-8	GO:0007480	IMP
mir-92a	GO:0008258	IMP
mir-92a	GO:0060213	IGI
mir-92a	GO:0035195	IDA
mir-92b	GO:0007526	IMP
mir-92b	GO:0001745	IMP
mir-932	GO:0045879	IMP
mir-932	GO:0035195	IDA
mir-932	GO:0007476	IMP
mir-957	GO:0046716	IMP
mir-959	GO:0060259	IGI
mir-959	GO:0006955	IGI
mir-960	GO:0006955	IGI
mir-960	GO:0060259	IGI
mir-961	GO:0006955	IGI
mir-961	GO:0060259	IGI
mir-962	GO:0006955	IGI
mir-962	GO:0060259	IGI
mir-963	GO:0006955	IGI
mir-963	GO:0060259	IGI
mir-964	GO:0060259	IGI
mir-964	GO:0006955	IGI
mir-965	GO:0071390	IMP
mir-965	GO:0007488	IMP
mir-969	GO:0007281	IMP
mir-980	GO:0009408	IMP
mir-980	GO:0007613	IMP
mir-986	GO:0046716	IMP
mir-987	GO:0046716	IMP
mir-989	GO:0007298	IMP
mir-998	GO:0045742	IGI
mir-998	GO:0035195	IGI
mir-998	GO:0045742	IGI
mir-9a	GO:0008052	IMP
mir-9a	GO:0035220	IGI
mir-9a	GO:0035220	IMP
mir-9a	GO:0007476	IMP
mir-9a	GO:0035195	IDA
mir-9a	GO:0040014	IMP
mir-9a	GO:0046626	IMP
mir-9b	GO:0008587	IMP
mir-9c	GO:0007281	IMP
mira	GO:0045167	IMP
mira	GO:0045167	IGI
mira	GO:0045167	IPI
mira	GO:0045167	IMP
mira	GO:0030162	IMP
mira	GO:0007402	TAS
mira	GO:0045167	TAS
mira	GO:0055059	TAS
mira	GO:0008298	NAS
mira	GO:0007400	TAS
mira	GO:0045167	TAS
mira	GO:0007405	IMP
mira	GO:0007317	IMP
mira	GO:0008595	IMP
mira	GO:0072697	IGI
mira	GO:0048477	IGI
mira	GO:0007419	HMP
mira	GO:1904580	IMP
mirr	GO:0045317	IMP
mirr	GO:0045893	ISS
mirr	GO:0001700	IEP
mirr	GO:0001700	IMP
mirr	GO:0045893	ISS
mirr	GO:0007476	IMP
mirr	GO:0007422	IMP
mirr	GO:0001745	IMP
mirr	GO:0046843	IMP
mirr	GO:0000122	IDA
mirr	GO:0046843	IMP
mirr	GO:0097374	IMP
mirr	GO:0046843	IMP
mirr	GO:0045926	IMP
misn	GO:0007422	TAS
mit(1)10	GO:0000278	IMP
mit(1)11	GO:0000278	IMP
mit(1)12	GO:0000278	IMP
mit(1)13	GO:0000278	IMP
mit(1)14	GO:0000278	IMP
mit(1)2	GO:0000278	IMP
mit(1)3	GO:0000278	IMP
mit(1)4	GO:0000278	IMP
mit(1)5	GO:0000278	IMP
mit(1)6	GO:0000278	IMP
mit(1)7	GO:0000278	IMP
mit(1)8	GO:0000278	IMP
mit(1)9	GO:0000278	IMP
mk	GO:0048477	TAS
mld	GO:0008340	IMP
mld	GO:0006697	IMP
mld	GO:0007616	IMP
mld	GO:0045938	IMP
mldr	GO:0090646	IMP
mldr	GO:0001682	IBA
mle	GO:0007549	IMP
mle	GO:0009047	NAS
mle	GO:0007549	TAS
mle	GO:0045433	IGI
mle	GO:0009047	NAS
mle	GO:0016457	TAS
mle	GO:0048675	IMP
mle	GO:0008340	IMP
mle	GO:0045944	IMP
mle	GO:0031453	IGI
mle	GO:0032508	ISS
mle	GO:0050684	ISS
mle	GO:2000765	ISS
mle	GO:2000373	ISS
mle	GO:0007549	IDA
mle	GO:0050684	IBA
mle	GO:0045944	IBA
mlt	GO:0007291	IMP
mlt	GO:0007291	IMP
mlt	GO:0007291	IMP
mlt	GO:0031117	IMP
mmd	GO:0006509	ISS
mmei-1	GO:0007140	IMP
mms4	GO:0006302	IBA
mms4	GO:0000712	IBA
mms4	GO:0031297	IBA
mms4	GO:0031573	IBA
mmy	GO:0007417	IMP
mmy	GO:0007424	IMP
mmy	GO:0035151	IMP
mmy	GO:0007424	IMP
mmy	GO:0007417	IMP
mmy	GO:0008362	IMP
mmy	GO:0006035	IMP
mmy	GO:0007424	IMP
mmy	GO:0006035	IMP
mmy	GO:0030198	IMP
mmy	GO:0001838	IMP
mmy	GO:0006035	IMP
mmy	GO:0007413	IMP
mmy	GO:0007391	IMP
mmy	GO:0040003	IMP
mmy	GO:1902669	IMP
mmy	GO:0060050	IMP
mmy	GO:0006048	IBA
mnb	GO:0008355	IMP
mnb	GO:0007623	IGI
mnb	GO:0007632	IMP
mnb	GO:0007399	IMP
mnb	GO:0006468	NAS
mnb	GO:0007611	NAS
mnb	GO:0046777	IEA
mnb	GO:2000253	IMP
mnb	GO:0045927	IMP
mnb	GO:0035331	IMP
mnb	GO:0045887	IMP
mnb	GO:1900244	IMP
mnb	GO:0045666	IEP
mnb	GO:0045786	IMP
mnd	GO:0006865	TAS
mnd	GO:1903801	IMP
mng	GO:0001745	IGI
moa	GO:0007475	IMP
moch	GO:0007417	IMP
mod	GO:0008283	IMP
mod(mdg4)	GO:0001672	IMP
mod(mdg4)	GO:0006915	IMP
mod(mdg4)	GO:0048477	IMP
mod(mdg4)	GO:0008354	IGI
mod(mdg4)	GO:0008354	IMP
mod(mdg4)	GO:0007141	IMP
mod(mdg4)	GO:0007060	IMP
mod(mdg4)	GO:0010032	IMP
modSP	GO:0006508	ISM
modSP	GO:0006508	IEA
modSP	GO:0045087	IDA
modSP	GO:0008592	IGI
modSP	GO:0045087	IMP
modSP	GO:0050830	IMP
modSP	GO:0008592	IMP
mof	GO:0007549	IGI
mof	GO:0007549	IMP
mof	GO:0009047	NAS
mof	GO:0016573	TAS
mof	GO:0018394	TAS
mof	GO:0016573	TAS
mof	GO:0051091	IMP
mof	GO:0000077	IMP
mof	GO:2000873	IMP
mof	GO:0071479	IMP
mof	GO:0006281	IMP
mof	GO:0043066	IMP
mof	GO:0010212	IMP
mof	GO:0030330	IMP
mof	GO:0043984	IMP
mof	GO:0045892	IBA
mof	GO:0045944	IBA
moi	GO:0016233	IMP
moi	GO:0031848	IGI
moi	GO:0031848	IMP
moi	GO:0031848	IGI
moi	GO:0016233	IC
mok	GO:0048800	IMP
mol	GO:0015031	IEA
mol	GO:0008104	IMP
mol	GO:0006979	IMP
mol	GO:0007616	IMP
mon2	GO:0015031	IEA
mon2	GO:0031532	IMP
mon2	GO:0007318	IMP
moody	GO:0007186	ISS
moody	GO:0007186	IEA
moody	GO:0035095	IMP
moody	GO:0048149	IMP
moody	GO:0048148	IMP
moody	GO:0060857	IMP
moody	GO:0060857	IMP
moody	GO:0007419	IMP
moody	GO:0030866	IMP
moody	GO:0019991	IMP
moody	GO:0060857	IMP
moon	GO:1990511	IMP
moon	GO:0045944	IMP
mop	GO:0006470	IEA
mop	GO:0051225	IMP
mop	GO:0046534	IMP
mop	GO:0045742	IGI
mop	GO:0045752	IMP
mop	GO:0002775	IMP
mop	GO:0040008	IMP
mop	GO:0007299	IMP
mop	GO:0045022	IMP
mop	GO:0061357	IMP
mop	GO:0042147	IMP
mop	GO:0032456	IMP
mop	GO:0030707	IMP
mop	GO:0007419	HMP
mop	GO:0016322	IMP
mor	GO:0043044	ISS
mor	GO:0045893	ISS
mor	GO:0045893	IDA
mor	GO:2000134	IGI
mor	GO:0007480	IGI
mor	GO:0008586	IMP
mor	GO:0008587	IMP
mor	GO:0007474	IMP
mor	GO:0007406	IGI
mor	GO:0007406	IGI
mor	GO:0045088	IGI
mor	GO:0006357	IMP
morgue	GO:1901694	IMP
morgue	GO:1901694	IGI
morgue	GO:0043161	IMP
